type,raid_group_name,member_name,character_name,character_class,character_is_alt,character_inactive_at,character_note,sort_order,item_name,item_id,is_offspec,note,received_at,import_id,item_note,item_prio_note,item_tier,item_tier_label,created_at,updated_at
received,,Mogul,Mogul,Shaman,0,"2021-10-27 04:13:00","Chest/wrist pieces can only be replaced after someone in the guild can craft belt of blasting. Set bonus from LW set is better until belt.",0,"Soul-Eater's Handwraps",28780,0,,"2021-08-16 00:00:00",1629099698-9-Mogul,,,,,"2021-08-22 16:00:28",
received,,Mogul,Mogul,Shaman,0,"2021-10-27 04:13:00","Chest/wrist pieces can only be replaced after someone in the guild can craft belt of blasting. Set bonus from LW set is better until belt.",0,"Velvet Boots of the Guardian",30067,0,,"2021-10-04 00:00:00",1633334296-12-Mogul,,,,,"2021-10-04 03:43:12",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Bands of the Celestial Archer",30026,0,,"2021-12-22 00:00:00",1640159411-5-Niempo,,,,,"2021-12-22 04:35:55",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Leggings of Murderous Intent",29995,0,,"2021-12-22 00:00:00",1640161864-18-Niempo,,,,,"2021-12-22 04:35:55",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Leggings of the Vanquished Hero",30247,0,,"2021-12-22 00:00:00",1640167411-38-Niempo,,,,,"2021-12-22 04:35:55",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Gloves of the Vanquished Hero",30241,0,,"2021-12-22 00:00:00",1640167597-48-Niempo,,,,,"2021-12-22 04:35:55",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Choker of Animalistic Fury",30059,0,,"2021-12-22 00:00:00",1640167770-52-Niempo,,,,,"2021-12-22 04:35:55",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Maulgar's Warhelm",28801,0,,"2021-12-22 00:00:00",1640168523-57-Niempo,,,,,"2021-12-22 04:35:55",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Ranger-General's Chestguard",30054,0,,"2022-01-05 00:00:00",1641372902-25-Niempo,,,,,"2022-01-05 04:33:54",
received,,Shockingpain,Niempo,Hunter,0,,,0,"Helm of the Vanquished Hero",30244,0,,"2022-01-05 00:00:00",1641377495-5-Niempo,,,,,"2022-01-05 04:33:54",
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,0,"Gloves of the Vanquished Defender",30240,0,,"2021-10-04 00:00:00",1633334341-14-Healsf,,,,,"2021-10-04 03:43:12",
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,0,"Pattern: Boots of the Long Road",30283,0,,"2021-10-04 00:00:00",1633334565-15-Healsf,,,,,"2021-10-04 03:43:12",
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,0,"Leggings of the Vanquished Defender",30246,0,,"2021-10-06 00:00:00",1633508764-13-Healsf,,,,,"2021-10-06 03:51:28",
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,0,"Band of Al'ar",29922,1,,"2021-10-11 04:15:25",,,,,,"2021-10-11 04:15:25",
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,0,"Soul-Strider Boots",30100,0,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07",
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,0,"Fel Reaver's Piston",30619,0,,"2021-11-08 00:00:00",1636358800-7-Papapiz,,,,,"2021-11-08 04:48:02",
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,1,"Talisman of the Sun King",29923,0,,"2021-09-27 00:00:00",1632728394-6-Healsfo,,,,,"2021-09-27 23:42:12","2021-09-27 23:49:54"
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,2,"Leggings of the Fallen Defender",29767,0,,"2021-09-15 00:00:00",1631687490-3-Healsfo,,,,,"2021-09-15 01:57:48","2021-09-27 23:49:54"
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,3,"Pauldrons of the Fallen Defender",29764,0,,"2021-09-15 00:00:00",1631687433-1-Healsfo,,,,,"2021-09-15 01:57:48","2021-09-27 23:49:54"
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,4,"Eye of Gruul",28823,0,,"2021-09-13 00:00:00",1631516435-5-Healsfo,,,,,"2021-09-13 01:35:42","2021-09-27 23:49:54"
received,,GenericPornstar,Papapizoli,Priest,0,"2022-01-03 18:41:56",,5,"Teeth of Gruul",28822,0,,"2021-08-16 00:00:00",1629099001-4-Healsfo,,,,,"2021-08-22 16:00:28","2021-09-27 23:49:54"
received,,,Shockingpain,Shaman,0,,,0,"Sunhawk Leggings",29991,0,,"2022-01-17 00:00:00",1642414264-22-Shocki,,,,,"2022-01-17 04:58:45",
received,,,Shockingpain,Shaman,0,,,0,"Worldstorm Gauntlets",29976,0,,"2022-01-17 00:00:00",1642415179-34-Shocki,,,,,"2022-01-17 04:58:45",
received,,Grimey704,Tesai,Shaman,0,,,0,"Cloak of the Pit Stalker",28777,0,,"2021-08-30 00:00:00",1630307269-7-Tesai,,,,,"2021-08-30 01:20:43",
received,,Grimey704,Tesai,Shaman,0,,,0,"Pendant of the Perilous",30022,0,,"2021-10-04 00:00:00",1633328439-0-Tesai,,,,,"2021-10-04 03:43:12",
received,,Grimey704,Tesai,Shaman,0,,,0,"Bands of the Celestial Archer",30026,0,,"2021-10-25 00:00:00",1635147671-9-Tesai,,,,,"2021-10-27 00:06:53",
received,,Grimey704,Tesai,Shaman,0,,,0,"Gloves of the Vanquished Champion",30239,0,,"2021-11-17 00:00:00",1637139195-10-Tesai,,,,,"2021-11-17 04:59:45",
received,,Grimey704,Tesai,Shaman,0,,,0,"Bloodsea Brigand's Vest",30101,0,,"2021-11-17 00:00:00",1637139695-18-Tesai,,,,,"2021-11-17 04:59:45",
received,,Grimey704,Tesai,Shaman,0,,,0,"Helm of the Vanquished Champion",30242,0,,"2021-11-29 00:00:00",1638181453-17-Tesai,,,,,"2021-11-29 04:44:47",
received,,Grimey704,Tesai,Shaman,0,,,0,"Pauldrons of the Vanquished Champion",30248,0,,"2021-12-01 00:00:00",1638351443-14-Tesai,,,,,"2021-12-01 04:33:49",
received,,Grimey704,Tesai,Shaman,0,,,0,"Leggings of the Vanquished Champion",30245,0,,"2021-12-14 00:00:00",1639553512-16-Tesai,,,,,"2021-12-16 00:10:44",
received,,Grimey704,Tesai,Shaman,0,,,0,"True-Aim Stalker Bands",30091,0,,"2021-12-13 00:00:00",1639389097-12-Tesai,,,,,"2021-12-21 15:49:22",
received,,Grimey704,Tesai,Shaman,0,,,0,"Ring of Lethality",30052,0,,"2022-01-03 00:00:00",1641207014-29-Tesai,,,,,"2022-01-03 16:48:14",
received,,Grimey704,Tesai,Shaman,0,,,0,"Cobra-Lash Boots",30104,0,,"2022-01-17 00:00:00",1642409301-9-Tesai,,,,,"2022-01-17 04:58:45",
received,,worminizer,Wormies,Shaman,0,,"I'm 96",0,"Leggings of the Vanquished Champion",30245,0,,"2021-11-03 00:00:00",1635924981-17-Wormie,,,,,"2021-11-08 00:31:04",
received,,worminizer,Wormies,Shaman,0,,"I'm 96",0,"Ring of Endless Coils",30109,0,,"2021-11-15 00:00:00",1636965434-1-Wormies,,,,,"2021-11-15 05:04:19",
received,,worminizer,Wormies,Shaman,0,,"I'm 96",0,"Pattern: Belt of Natural Power",30301,1,,"2021-11-15 00:00:00",1636971660-7-Wormies,,,,,"2021-11-15 05:04:19",
received,,worminizer,Wormies,Shaman,0,,"I'm 96",1,"Soul-Eater's Handwraps",28780,0,,"2021-09-13 00:00:00",1631516344-4-Wormie,,,,,"2021-09-13 01:35:42","2021-10-08 18:43:13"
received,25Man,phillejay,Ahituna,Hunter,0,,,0,"Ranger-General's Chestguard",30054,0,,"2022-01-17 00:00:00",1642404199-3-Ahituna,,,,,"2022-01-17 04:58:45",
received,25Man,phillejay,Ahituna,Hunter,0,,,0,"Pauldrons of the Vanquished Hero",30250,1,,"2022-01-17 00:00:00",1642412470-15-Ahitun,,,,,"2022-01-17 04:58:45",
received,25Man,phillejay,Ahituna,Hunter,0,,,0,"Chestguard of the Vanquished Hero",30238,0,,"2022-01-17 00:00:00",1642414241-20-Ahitun,,,,,"2022-01-17 04:58:45",
received,25Man,phillejay,Ahituna,Hunter,0,,,1,"Serpent Spine Longbow",30105,0,,"2022-01-03 00:00:00",1641204408-10-Ahitun,,,,,"2022-01-03 16:48:14","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,2,"Talon of the Phoenix",32944,0,,"2021-12-08 00:00:00",1638948948-6-Ahituna,,,,,"2021-12-08 04:54:33","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,3,"Arcanite Steam-Pistol",29949,0,,"2021-12-01 00:00:00",1638349434-12-Ahitun,,,,,"2021-12-01 04:33:49","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,4,"Helm of the Vanquished Hero",30244,0,,"2021-11-15 00:00:00",1636965608-2-Ahituna,,,,,"2021-11-15 05:04:19","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,5,"Pauldrons of the Vanquished Hero",30250,0,,"2021-11-15 00:00:00",1636971692-9-Ahituna,,,,,"2021-11-15 05:04:19","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,6,"Leggings of the Vanquished Hero",30247,0,,"2021-11-10 00:00:00",1636537721-18-Ahitun,,,,,"2021-11-10 04:36:37","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,7,"Ring of Lethality",30052,0,,"2021-11-03 00:00:00",1635925014-18-Ahitun,,,,,"2021-11-08 00:31:04","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,8,"Belt of Deep Shadow",30040,0,,"2021-10-27 00:00:00",1635322452-12-Ahitun,,,,,"2021-10-27 04:11:47","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,9,"Star-Strider Boots",29951,0,,"2021-10-25 00:00:00",1635153304-0-Ahituna,,,,,"2021-10-27 00:06:53","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,10,"Bands of the Celestial Archer",30026,0,,"2021-10-11 04:15:25",,,,,,"2021-10-11 04:15:25","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,11,"Mantle of the Tireless Tracker",30085,1,,"2021-10-06 00:00:00",1633510449-2-Ahituna,,,,,"2021-10-06 03:51:28","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,12,"Void Reaver Greaves",29985,0,,"2021-09-29 00:00:00",1632907789-14-Ahitun,,,,,"2021-10-06 03:53:29","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,13,"Choker of Animalistic Fury",30059,0,,"2021-09-22 00:00:00",1632295232-10-Ahitun,,,,,"2021-09-22 03:56:06","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,14,"Gloves of the Vanquished Hero",30241,0,,"2021-09-19 00:00:00",,,,,,"2021-09-20 03:46:34","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,15,"Pauldrons of the Fallen Hero",29762,1,,"2021-09-13 00:00:00",1631516056-3-Ahituna,,,,,"2021-09-13 01:35:42","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,16,"Dragonspine Trophy",28830,0,,"2021-08-23 00:00:00",1629703082-2-Ahituna,,,,,"2021-08-23 13:07:16","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,17,"Gronn-Stitched Girdle",28828,0,,"2021-08-16 00:00:00",1629099898-11-Ahitun,,,,,"2021-08-22 16:00:28","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,18,"Magtheridon's Head",32385,0,,"2021-06-27 00:00:00",1624865767-7-Ahituna,,,,,"2021-06-28 13:18:43","2022-01-05 20:35:31"
received,25Man,phillejay,Ahituna,Hunter,0,,,19,"Leggings of the Fallen Hero",29765,1,,"2021-06-27 00:00:00",1624862979-3-Ahituna,,,,,"2021-06-28 13:18:43","2022-01-05 20:35:31"
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Dragonspine Trophy",28830,0,,"2021-09-13 00:00:00",1631517715-9-Arkaduz,,,,,"2021-09-13 01:35:42",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Bands of the Celestial Archer",30026,0,,"2021-09-27 00:00:00",1632732462-15-Arkadu,,,,,"2021-09-27 23:42:12",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Band of Vile Aggression",33055,1,,"2021-10-04 00:00:00",1633334097-9-Arkaduz,,,,,"2021-10-04 03:43:12",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Leggings of the Vanquished Hero",30247,0,,"2021-10-04 00:00:00",1633336609-21-Arkadu,,,,,"2021-10-04 03:43:12",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Gloves of the Vanquished Hero",30241,1,,"2021-10-06 00:00:00",1633507707-11-Arkadu,,,,,"2021-10-06 03:51:28",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Pattern: Belt of the Black Eagle",30303,0,,"2021-10-20 00:00:00",1634721715-22-Arkadu,,,,,"2021-10-20 03:24:11",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Arcanite Steam-Pistol",29949,0,,"2021-10-25 00:00:00",1635147087-6-Arkaduz,,,,,"2021-10-27 00:06:53",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Belt of Deep Shadow",30040,0,,"2021-10-25 00:00:00",1635149022-14-Arkadu,,,,,"2021-10-27 00:06:53",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Cobra-Lash Boots",30104,0,,"2021-11-15 00:00:00",1636965285-0-Arkaduz,,,,,"2021-11-15 05:04:19",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Pauldrons of the Vanquished Hero",30250,0,,"2021-11-24 00:00:00",1637746043-2-Arkaduz,,,,,"2021-11-27 21:47:00",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Helm of the Vanquished Hero",30244,0,,"2021-11-29 00:00:00",1638181449-16-Arkadu,,,,,"2021-11-29 04:44:47",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Thalassian Wildercloak",29994,0,,"2021-12-08 00:00:00",1638959450-25-Arkadu,,,,,"2021-12-08 04:54:33",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Ranger-General's Chestguard",30054,0,,"2021-12-14 00:00:00",1639553680-19-Arkadu,,,,,"2021-12-16 00:10:44",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,0,"Pattern: Belt of Deep Shadow",30302,1,,"2022-01-17 00:00:00",1642414498-25-Arkadu,,,,,"2022-01-17 04:58:45",
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,1,"Leggings of the Fallen Hero",29765,1,,"2021-08-08 00:00:00",,,,,,"2021-08-09 13:50:26","2021-08-29 02:18:29"
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,2,"Magtheridon's Head",32385,0,,"2021-08-02 00:00:00",1627883658-0-Arkaduz,,,,,"2021-08-02 02:59:26","2021-08-29 02:18:29"
received,25Man,Arkaduz,Arkaduz,Hunter,0,,,3,"Gronn-Stitched Girdle",28828,0,,"2021-07-11 00:00:00",1626075715-2-Arkaduz,,,,,"2021-07-12 01:52:43","2021-08-29 02:18:29"
received,25Man,Ionwin,Aszar,Shaman,0,,,0,"Pattern: Monsoon Belt",30304,0,,"2022-01-17 00:00:00",1642414979-32-Aszar,,,,,"2022-01-17 04:58:45",
received,25Man,Ionwin,Aszar,Shaman,0,,,1,"The Seal of Danzalar",33054,1,,"2022-01-05 00:00:00",1641372379-24-Aszar,,,,,"2022-01-05 04:33:54","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,2,"Pauldrons of the Vanquished Champion",30248,1,,"2022-01-05 00:00:00",1641368605-5-Aszar,,,,,"2022-01-05 04:33:54","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,3,"Pendant of the Perilous",30022,0,,"2022-01-05 00:00:00",1641375957-37-Aszar,,,,,"2022-01-05 04:33:54","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,4,"Chestguard of the Vanquished Champion",30236,0,,"2022-01-03 00:00:00",1641204376-8-Aszar,,,,,"2022-01-03 16:48:14","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,5,"Phoenix-Ring of Rebirth",29920,1,,"2021-12-22 00:00:00",1640161769-16-Aszar,,,,,"2021-12-22 04:35:55","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,6,"Worldstorm Gauntlets",29976,1,,"2021-12-22 00:00:00",1640161672-14-Aszar,,,,,"2021-12-22 04:35:55","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,7,"World Breaker",30090,1,,"2021-11-29 00:00:00",1638177062-12-Aszar,,,,,"2021-11-29 04:44:47","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,8,"Girdle of Fallen Stars",30030,1,,"2021-11-17 00:00:00",1637145635-3-Aszar,,,,,"2021-11-17 04:59:45","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,9,"Gloves of the Vanquished Champion",30239,1,,"2021-11-17 00:00:00",1637145639-4-Evanpal,,,,,"2021-11-17 04:59:45","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,10,"Helm of the Vanquished Champion",30242,0,,"2021-11-15 00:00:00",1636965783-3-Aszar,,,,,"2021-11-15 05:04:19","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,11,"Pauldrons of the Vanquished Champion",30248,0,,"2021-11-15 00:00:00",1636971711-10-Aszar,,,,,"2021-11-15 05:04:19","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,12,"Pattern: Belt of Deep Shadow",30302,0,,"2021-11-10 00:00:00",1636529478-4-Aszar,,,,,"2021-11-10 04:36:37","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,13,"Belt of Deep Shadow",30040,0,,"2021-10-31 00:00:00",,,,,,"2021-11-02 18:51:18","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,14,"Gloves of the Vanquished Champion",30239,0,,"2021-10-27 00:00:00",1635323153-16-Aszar,,,,,"2021-10-27 04:11:47","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,15,"Leggings of the Vanquished Champion",30245,0,,"2021-10-20 00:00:00",1634717992-20-Aszar,,,,,"2021-10-20 03:24:11","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,16,"Coral-Barbed Shoulderpads",30097,1,,"2021-10-04 00:00:00",1633334212-10-Azar,,,,,"2021-10-04 03:43:12","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,17,"Talon of the Phoenix",32944,0,,"2021-09-27 00:00:00",1632731729-13-Azar,,,,,"2021-09-27 23:42:12","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,18,"True-Aim Stalker Bands",30091,0,,"2021-09-22 00:00:00",1632297799-14-Azar,,,,,"2021-09-22 03:56:06","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,19,"Pattern: Boots of Utter Darkness",30306,0,,"2021-09-19 00:00:00",,,,,,"2021-09-20 03:46:34","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,20,"Dragonspine Trophy",28830,0,,"2021-09-15 00:00:00",1631689032-8-Azar,,,,,"2021-09-15 01:57:48","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,21,"Pit Lord's Satchel",34845,0,,"2021-09-15 00:00:00",1631688207-5-Azar,,,,,"2021-09-15 01:57:48","2022-01-14 21:34:17"
received,25Man,Ionwin,Aszar,Shaman,0,,,22,"Pauldrons of the Fallen Champion",29763,0,,"2021-06-30 00:00:00",1625037073-2-Azar,,,,,"2021-06-30 02:30:13","2022-01-14 21:34:17"
received,25Man,Baxterwar,Baxterwar,Warrior,0,"2021-08-18 19:24:09",,1,"Shuriken of Negation",28826,0,,"2021-06-27 00:00:00",1624863128-5-Baxterw,,,,,"2021-06-28 13:18:43","2021-06-28 13:28:05"
received,25Man,Medea,Calciope,Warlock,0,,,0,"Bloodmaw Magus-Blade",28802,0,,"2021-07-11 00:00:00",1626075760-3-Medea,,,,,"2021-07-12 01:52:43",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Brute Cloak of the Ogre-Magi",28797,0,,"2021-07-19 00:00:00",1626677609-7-Medea,,,,,"2021-07-19 01:07:18",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Magtheridon's Head",32385,0,,"2021-08-08 00:00:00",,,,,,"2021-08-09 13:50:26",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Pattern: Boots of Blasting",30282,0,,"2021-09-22 00:00:00",1632298229-19-Medea,,,,,"2021-09-22 03:56:06",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Mindstorm Wristbands",29918,0,,"2021-11-15 00:00:00",1636971643-5-Calciop,,,,,"2021-11-15 05:04:19",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Verdant Sphere",32405,0,,"2021-12-08 00:00:00",1638959462-28-Calcio,,,,,"2021-12-08 04:54:33",
received,25Man,Medea,Calciope,Warlock,0,,,0,Fathomstone,30049,0,,"2021-12-14 00:00:00",1639553432-12-Calcio,,,,,"2021-12-16 00:10:44",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Ring of Endless Coils",30109,0,,"2021-12-13 00:00:00",1639390328-22-Calcio,,,,,"2021-12-21 15:49:22",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Leggings of the Vanquished Hero",30247,1,,"2022-01-17 00:00:00",1642408196-4-Calciop,,,,,"2022-01-17 04:58:45",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Vestments of the Sea-Witch",30107,0,,"2022-01-17 00:00:00",1642409226-8-Calciop,,,,,"2022-01-17 04:58:45",
received,25Man,Medea,Calciope,Warlock,0,,,0,"Chestguard of the Vanquished Hero",30238,0,,"2022-01-17 00:00:00",1642414257-21-Calcio,,,,,"2022-01-17 04:58:45",
received,25Man,Medea,Calciope,Warlock,0,,,1,"Eredar Wand of Obliteration",28783,0,,"2021-06-30 00:00:00",1625037205-4-Medea,,,,,"2021-06-30 02:30:13","2021-07-03 13:06:44"
received,25Man,,Clypssa,Shaman,0,"2021-09-12 03:14:04",,0,"Pauldrons of the Fallen Champion",29763,0,,"2021-07-11 00:00:00",1626075793-4-Clypssa,,,,,"2021-07-12 01:52:43",
received,25Man,Einstok,Einstok,Mage,0,,,0,"Verdant Sphere",32405,0,,"2022-01-17 00:00:00",1642414274-24-Einsto,,,,,"2022-01-17 04:58:45",
received,25Man,Einstok,Einstok,Mage,0,,,1,"Fire-Cord of the Magus",30020,1,,"2021-12-22 00:00:00",1640161298-9-Einstok,,,,,"2021-12-22 04:35:55","2022-01-05 19:57:28"
